MLT,65,69,72,75
12.5,-0.08296151226189731,-0.13656294809022074,-0.10152883056848047,0.04644280624232582
13.5,-0.16900897782738508,-0.2235236134741998,-0.14356322376231714,0.08697066231924623
14.5,-0.22775975484304123,-0.2806488885376549,-0.12578847278341168,0.16267060246823373
15.5,-0.3416330167668324,-0.3361418087238237,-0.061997673927340353,0.24198640323891768
16.5,-0.3849937226866491,-0.3214569470322437,0.038049865535263606,0.2881584726708912
17.5,-0.3911166938608238,-0.25714147064355186,0.13918502814148856,0.3038537480521627
18.5,-0.3320875724778915,-0.1249808331291514,0.2261427158081046,0.2965541747258752
19.5,-0.1648231808439456,0.07065500430912867,0.2935771037291126,0.27198541418023287
20.5,0.028874468380829316,0.2353799620284456,0.3345402357752384,0.23441542278907132
21.5,0.2600397980678287,0.40752244388701075,0.3593710228223073,0.1997852451828706
22.5,0.5145170295842489,0.5582205086480748,0.37197771476218056,0.17080132765287362
23.5,0.7104657207204629,0.6584021276993886,0.3724803177743342,0.14914362107198734
0.5,0.8501517038486369,0.7265343975641076,0.38354693803429124,0.13757868789711494
1.5,0.939485018621908,0.7772310365352757,0.3837764332913689,0.12599578680585719
2.5,0.9850986467021363,0.8191025530950158,0.38964372760830035,0.14204300124977431
3.5,0.9953532077879503,0.8487897141694882,0.41637641561052974,0.14620504582701402
4.5,0.9316265227752379,0.9001474577984089,0.45515892287689735,0.1555868877215546
5.5,0.7773784374598675,0.8654141256236856,0.497819965099376,0.16386717631245906
6.5,0.5874220371980096,0.7477878206204908,0.5237697697517368,0.18550830931506332
7.5,0.4060192041880931,0.558032879327735,0.5011267025106451,0.20219744349057922
8.5,0.2597383734450496,0.3613050730211422,0.3986750738319872,0.20454514784640554
9.5,0.17794121414185596,0.21718542531707188,0.2599596262308902,0.1729795257929272
10.5,0.07408990420388527,0.07373764268780222,0.11331966728099724,0.1104771177589008
11.5,-0.0007283982988143364,-0.03350313165478734,-0.009873471581362828,0.05355010549360711
